tri_facility_id,facility_name,street_address,city_name,county_name,state_county_fips_code,state_abbr,zip_code,region,fac_closed_ind,mail_name,mail_street_address,mail_city,mail_state_abbr,mail_province,mail_country,mail_zip_code,asgn_federal_ind,asgn_agency,frs_id,parent_co_db_num,parent_co_name,fac_latitude,fac_longitude,pref_latitude,pref_longitude,pref_accuracy,pref_collect_meth,pref_desc_category,pref_horizontal_datum,pref_source_scale,pref_qa_code,asgn_partial_ind,asgn_public_contact,asgn_public_phone,asgn_public_contact_email,bia_code,standardized_parent_company,asgn_public_phone_ext,epa_registry_id,asgn_technical_contact,asgn_technical_phone,asgn_technical_phone_ext,mail,asgn_technical_contact_email,foreign_parent_co_name,foreign_parent_co_db_num,standardized_foreign_parent_company
70358GRNDS432MI,GRAND ISLE SHIPYARD,432 MINNICH,GRAND ISLE,JEFFERSON PARISH,22051,LA,70358,6,0,GRAND ISLE SHIPYARD,PO BOX 820,GALLIANO,LA,,,70354,C,,,NA,NA,291424.0,895934.0,,,,,,,,,0,RHETT MONIER,9854755238.0,,,,,110014402486.0,,,,,,,,
7035WBLLNG236AD,BOLLINGER FOURCHON NORTH,"236 ADAM ""TED"" GISCLAIR RD",GOLDEN MEADOW,LAFOURCHE PARISH,22057,LA,70357,6,0,BOLLINGER FOURCHON NORTH,"236 ADAM ""TED"" GISCLAIR RD",GOLDEN MEADOW,LA,,,70357,C,,,073253309,BOLLINGER SHIPYARDS LLC,,,,,,,,,,,0,JODI SATCHES,9855322554.0,JODIS@BOLLINGERSHIPYARDS.COM,,BOLLINGER SHIPYARDS LLC,,110066955343.0,,,,,,NA,,
7035WCPRTX3ADAM,C-PORT 3,"635 ADAM ""TED"" GISCLAIR RD",GOLDEN MEADOW,LAFOURCHE PARISH,22057,LA,70357,6,0,C-PORT 3,16201 EAST MAIN STREET,CUTOFF,LA,,,70345,C,,,,NA,,,,,,,,,,,0,BRITTNEY SERIGNY,9856014277.0,BRITTNEY.SERIGNY@CHOUEST.COM,,,,110069257468.0,,,,,,NA,,
7035WFRCHN3ADAM,C-TERMINAL LLC,"300 ADAM ""TED"" GISCLAIR RD",GOLDEN MEADOW,LAFOURCHE PARISH,22057,LA,70357,6,0,,300 ADAM TED GISCLAIR RD,GOLDEN MEADOW,,LOUISIANA,,70357,C,,,829943989,MARTIN OPERATING PTNR LP,0.0,0.0,,,,,,,,,0,JOHNIE ROBERTSON,9856014238.0,JOHNIE.ROBERTSON@CHOUEST.COM,,MARTIN MIDSTREAM PTNRS LP,,110054836317.0,,,,,,,,
7035WGRNDS18838,GRAND ISLE SHIPYARD INC,18838 HWY 3235,GALLIANO,LAFOURCHE PARISH,22057,LA,70354,6,0,GRAND ISLE SHIPYARD INC,P.O. BOX 820,GALLIANO,LA,,,70354,C,,,,NA,0.0,0.0,,,,,,,,,0,ERIC CALLAIS,9854752009.0,ERICC@GISY.COM,,NA,3300.0,110028005138.0,,,,,,NA,,
7035WHLLBR182NR,HALLIBURTON PORT FOURCHON SOUTH FACILITY,182 NORMAN DOUCET DR,GOLDEN MEADOW,LAFOURCHE PARISH,22057,LA,70357,6,0,HALLIBURTON PORT FOURCHON SOUTH FACILITY,P.O. BOX 60087,HOUSTON,TX,,,77205,C,,,043296920,HALLIBURTON ENERGY SERVICES INC,,,,,,,,,,,0,ANDREA BOURQUE,3372567670.0,ANDREA.BOURQUE@HALLIBURTON.COM,,HALLIBURTON ENERGY SERVICES INC,,,,,,,,NA,,
7035WHLLBR54NRM,HALLIBURTON PORT FOURCHON NORTH FACILITY,54 NORMAN DOUCET DR,GOLDEN MEADOW,LAFOURCHE PARISH,22057,LA,70357,6,0,HALLIBURTON PORT FOURCHON NORTH FACILITY,P.O. BOX 60087,HOUSTON,TX,,,77205,C,,,043296920,HALLIBURTON ENERGY SERVICES INC,,,,,,,,,,,0,ANDREA BOURQUE,3372567670.0,ANDREA.BOURQUE@HALLIBURTON.COM,,HALLIBURTON ENERGY SERVICES INC,,,,,,,,NA,,
7035WHWCMT3639W,HOWCO METALS MANAGEMENT LLC,3639 W PARK AVE,GRAY,TERREBONNE PARISH,22109,LA,70359,6,0,HOWCO METALS MANAGEMENT LLC,3639 W PARK AVE,GRAY,LA,,,70359,C,,,942218116,HOWCO METALS MANAGEMENT LLC,,,,,,,,,,,0,MICKEY GUERRERO,9858721297.0,MICKEY.GUERRERO@HOWCOGROUP.COM,,HOWCO METALS MANAGEMENT LLC,,110070071366.0,,,,,,,,
7035WJHNWS152TH,JOHN W STONE OIL DISTRIBUTION LLC - FOURCHON FUEL DOCK,150 20TH ST,GOLDEN MEADOW,LAFOURCHE PARISH,22057,LA,70357,6,0,JOHN W STONE OIL DISTRIBUTION LLC - FOURCHON FUEL DOCK,150 20TH ST,GOLDEN MEADOW,LA,,,70357,C,,,,NA,,,,,,,,,,,0,MITCHELL WAITS,5043663401.0,MWAITS@STONEOIL.COM,,NA,,,,,,,,NA,,
7035WMRTNP191AJ,MARTIN OPERATING PTNR-FOURCHON 15,191 AJ ESTAY RD,GOLDEN MEADOW,LAFOURCHE PARISH,22057,LA,70357,6,0,MARTIN OPERATING PTNR-FOURCHON 15,10100 WOOLWORTH ROAD,KEITHVILLE,LA,,,71047,C,,,829943989,MARTIN MIDSTREAM PTNRS LP,0.0,0.0,,,,,,,,,0,RANDALL WHITMORE,8708647841.0,RANDALL.WHITMORE@MARTINMLP.COM,,MARTIN MIDSTREAM PTNRS LP,,110032889587.0,,,,,,,,
7035WMRTNP1NRMA,MARTIN OPERATING PTNR - FOURCHON 17,1 NORMAN DOUCET DR,GOLDEN MEADOW,LAFOURCHE PARISH,22057,LA,70357,6,1,MARTIN OPERATING PTNR - FOURCHON 17,PO BOX 17867,SHREVEPORT,LA,,,711380867,C,,,829943989,MARTIN OPERATING PTNR LP,,,,,,,,,,,0,ROY W. DOWLING,3189252308.0,ROY.DOWLING@MARTINMLP.COM,,MARTIN MIDSTREAM PTNRS LP,,110043993140.0,,,,,,,,
7035WMRTNP9576G,MARTIN OPERATING PTNR - DULAC,9576 GRAND CAILLOU RD,DULAC,TERREBONNE PARISH,22109,LA,70353,6,0,MARTIN OPERATING PTNR - DULAC,PO BOX 191,KILGORE,TX,,,75663,C,,,829943989,MARTIN OPERATING PTNR LP,,,,,,,,,,,0,NATHAN KAUFHOLD,2818604303.0,NATHAN.KAUFHOLD@MARTINMLP.COM,,,,110043993159.0,,,,,,,,
70360GMCXX202IN,WEATHERFORD GEMOCO,202 INDUSTRIAL BLVD,HOUMA,TERREBONNE PARISH,22109,LA,70363,6,0,WEATHERFORD INTERNATIONAL LTD,515 POST OAK BLVD.SUITE 600,HOUSTON,TX,,,77027,C,,,NA,WEATHERFORD INTERNATIONAL LTD,293421.0,902440.0,29.5725,90.711111,150.0,UN,UN,1,U,1010,0,PATRICK FORD,7136934330.0,,,,,110009575931.0,,,,,,,,
70363DLPHN4THMP,GULF ISLAND SERVICES LLC,400 THOMPSON RD,HOUMA,TERREBONNE PARISH,22109,LA,70363,6,0,GULF ISLAND SERVICES LLC,PO BOX 310,HOUMA,LA,,,70361,C,,,139240618,GULF ISLAND FABRICATION INC,293233.0,904151.0,,,,,,,,,0,JAMES MORVANT,9858722100.0,JMORVANT@GULFISLAND.COM,,GULF ISLAND FABRICATION INC,,110011149373.0,,,,,,,,
70363GLFSL583TH,GULF ISLAND FABRICATION LLC,583 THOMPSON RD,HOUMA,TERREBONNE PARISH,22109,LA,70363,6,0,GULF ISLAND FABRICATION LLC,PO BOX 310,HOUMA,LA,,,70361,C,,,139240618,GULF ISLAND FABRICATION INC,293233.0,904151.0,,,,,,,,,0,JAMES MORVANT,9858722100.0,JMORVANT@GULFISLAND.COM,,GULF ISLAND FABRICATION INC,,110012382803.0,,,,,,NA,,
70363HMCTN209EW,TUBOSCOPE VETCO INTERNATIONAL INC HOUMA COATING PLANT,209 E. WOODLAWN RANCH RD.,HOUMA,TERREBONNE PARISH,22109,LA,70363,6,0,TUBOSCOPE VETCO INTERNATIONAL INC HOUMA COATING PLANT,209 E. WOODLAWN RANCH RD.,HOUMA,LA,,,70363,C,,,008424285,TUBOSCOPE VETCO INTERNATIONAL INC,293333.0,904058.0,29.555,90.678333,11000.0,UN,UN,1,U,1000,0,ROBERT B. BALLARD,7137995593.0,,,,,110002129116.0,,,,,,,,
70363LFRGN3579I,LAFARGE HOUMA RMX 30453,3579 INDUSTRIAL AVE A,HOUMA,TERREBONNE PARISH,22109,LA,70363,6,0,LAFARGE HOUMA RMX 30453,3320 AIRLINE DRIVE,METAIRIE,LA,,UNITED STATES,70001,C,,,067568246,LAFARGE N.A. INC,0.0,0.0,,,,,,,,,0,HEATHER BERGERON,5043304885.0,HEATHER.BERGERON@LAFARGEHOLCIM.COM,,LAFARGE NA INC,,110006745497.0,,,,,,,,
70363NRTHM28NAM,NORTH AMERICAN FABRICATORS LLC,208 AMERICAN BLVD,HOUMA,TERREBONNE PARISH,22109,LA,70363,6,0,NORTH AMERICAN FABRICATORS LLC,208 AMERICAN BLVD,HOUMA,LA,,,70363,C,,,NA,NA,,,,,,,,,,,0,JOHNIE ROBERTSON,9856014238.0,JOHNIE.ROBERTSON@CHOUEST.COM,,,,110030817953.0,,,,,,,,
70363SKGTS1180M,OIL STATES INDUSTRIES - HOUMA,1180 MULBERRY RD,HOUMA,TERREBONNE PARISH,22109,LA,70363,6,0,OIL STATES INDUSTRIES - HOUMA,6120 OREM DR.,HOUSTON,TX,,,77048,C,,,932507288,OIL STATES INDUSTRIES,302432.0,895256.0,,,,,,,,,0,MICHAEL BRADSHAW,8175484288.0,MICHAEL.BRADSHAW@OILSTATES.COM,,OIL STATES INDUSTRIES,,110002129125.0,,,,,,NA,,
7036WBLLNG31BLL,BOLLINGER HOUMA SHIPYARDS LLC,301 BOLLINGER LN,HOUMA,TERREBONNE PARISH,22109,LA,70363,6,0,BOLLINGER HOUMA SHIPYARDS LLC,PO BOX 250,LOCKPORT,LA,,,70374,C,,,073253309,BOLLINGER SHIPYARDS LLC,,,,,,,,,,,0,JODI SATCHES,9855322554.0,JODIS@BOLLINGERSHIPYARDS.COM,,BOLLINGER SHIPYARDS LLC,,,,,,,,NA,,
7036WHMDCK314IN,MARTIN OPERATING PTNR - HOUMA DOCK,314 INDUSTRIAL AVENUE C,HOUMA,TERREBONNE PARISH,22109,LA,70363,6,1,MARTIN OPERATING PTNR - HOUMA DOCK,PO BOX 17867,SHREVEPORT,LA,,,71138,C,,,829943989,MARTIN OPERATING PTNR LP,,,,,,,,,,,0,NATHAN KAUFHOLD,7135021686.0,NATHAN.KAUFHOLD@MARTINMLP.COM,,,,110037393843.0,,,,,,,,
7036WLSHPL367DI,LASHIP LLC,367 DICKSON RD,HOUMA,TERREBONNE PARISH,22109,LA,70363,6,0,LASHIP LLC,16201 EAST MAIN STREET,CUTOFF,LA,,,70345,C,,,,NA,,,,,,,,,,,0,BRITTNEY SERIGNY,9856014277.0,BRITTNEY.SERIGNY@CHOUEST.COM,,NA,,110043851230.0,,,,,,NA,,
7036WNTNLL13VEN,NATIONAL OILWELL VARCO LP,103 VENTURE BLVD,HOUMA,TERREBONNE PARISH,22109,LA,70360,6,0,NATIONAL OILWELL VARCO LP,103 VENTURE BLVD,HOUMA,LA,,,70360,C,,,161681044,NATIONAL OILWELL VARCO LP,,,,,,,,,,,0,KRYSTLE LEITNER,9858533853.0,KRYSTLE.LEITNER@NOV.COM,,,,,,,,,,NA,,
7036WPRFRM25NAM,PERFORMANCE ENERGY SERVICES LLC,250 N AMERICAN CT,HOUMA,TERREBONNE PARISH,22109,LA,70363,6,0,PERFORMANCE ENERGY SERVICES LLC,POST OFFICE BOX 7096,HOUMA,LA,,,70361,C,,,NA,DANOS GROUP HOLDINGS LLC,,,,,,,,,,,0,TROY GRANIER,9858509544.0,TGRANIER@PESLLC.COM,,,,110033657424.0,,,,,,NA,,
7036WVLLRC1914G,VALLOUREC TUBE-ALLOY LLC,1914 GRAND CAILLOU,HOUMA,TERREBONNE PARISH,22109,LA,70363,6,0,VALLOUREC TUBE-ALLOY LLC,1914 GRAND CAILLOU,HOUMA,LA,,,70363,C,,,065474942,VALLOUREC HOLDINGS,,,,,,,,,,,0,AMY PAFF,3307421970.0,AMY.PAFF@VALLOUREC.COM,,,,110000903719.0,,,,,,NA,,
70372SPRMSHWY10,SUPREME SUGAR INC.,211 HWY. 1011,LABADIEVILLE,ASSUMPTION PARISH,22007,LA,70372,6,0,SUPREME SUGAR INC.,7417 N. PETERS ST.,ARABI,LA,,,70032-2159,C,,,NA,TATE & LYLE PLC,295124.0,965416.0,29.8152,90.969,11000.0,Z1,UN,1,U,0000,0,MARK CALMES,2174242677.0,,,,,110001119897.0,,,,,,,,
70373BLLNGLAHWY,BOLLINGER LAROSE LLC,1515 HWY 24,LAROSE,LAFOURCHE PARISH,22057,LA,70373,6,0,BOLLINGER LAROSE LLC,P.O.BOX 1410,LAROSE,LA,,UNITED STATES,70373,C,,,008163842,BOLLINGER SHIPYARDS LLC,0.0,0.0,29.55,90.4,11000.0,UN,UN,1,U,1000,0,JODI SATCHES,5042077510.0,JODIS@BOLLINGERSHIPYARDS.COM,,BOLLINGER SHIPYARDS LLC,,110012383349.0,,,,,,,,
70373NRTHM800IN,NORTH AMERICAN SHIPBUILDING LLC-LAROSE SHIPYARD,800 INDUSTRIAL PARK RD,LAROSE,LAFOURCHE PARISH,22057,LA,70373,6,0,NORTH AMERICAN SHIPBUILDING LLC-LAROSE SHIPYARD,16201 E MAIN ST,CUTOFF,LA,,,70345,C,NA,,,NA,293506.0,902254.0,,,,,,,,,0,BRITTNEY SERIGNY,9856014277.0,BRITTNEY.SERIGNY@CHOUEST.COM,,NA,,110000846648.0,,,,,,NA,,
70374BLLNGLAHWY,BOLLINGER SHIPYARDS LOCKPORT LLC,8365 HWY 308 S,LOCKPORT,LAFOURCHE PARISH,22057,LA,70374,6,0,BOLLINGER SHIPYARDS LOCKPORT LLC,PO BOX 250,LOCKPORT,LA,,,70374,C,,,073253309,BOLLINGER SHIPYARDS LLC,0.0,0.0,29.6125,90.491667,11000.0,UN,UN,1,U,1000,0,JODI SATCHES,9855322554.0,JODIS@BOLLINGERSHIPYARDS.COM,,BOLLINGER SHIPYARDS LLC,,110000606559.0,,,,,,NA,,
70374LCKPR157FR,LOCKPORT THERMOSETS,157 FRONT ST.,LOCKPORT,LAFOURCHE PARISH,22057,LA,70374,6,0,LOCKPORT THERMOSETS,157 FRONT ST.,LOCKPORT,LA,,,70374,C,,,NA,NA,293535.0,902714.0,29.5931,90.4538,11000.0,Z1,UN,1,U,0000,0,ARMAND AUTIN,5045322541.0,,,,,110000449186.0,,,,,,,,
70374LCKPRHWY30,HALTER MARINE INC.,6130 HWY. 308,LOCKPORT,LAFOURCHE PARISH,22057,LA,70374,6,0,HALTER MARINE INC.,P.O. BOX 278,LOCKPORT,LA,,,70374,C,,,007324254,TRINITY INDUSTRIES INC,293910.0,903225.0,29.652778,90.540278,11000.0,UN,UN,1,U,1000,0,DEAN PHELPS,2146314420.0,,,,,110012383438.0,,,,,,,,
70374VLNTNHWY30,VALENTINE PAPER INC.,139 JOE BROWN RD,LOCKPORT,LAFOURCHE PARISH,22057,LA,70374,6,0,VALENTINE PAPER INC.,139 JOE BROWN RD,LOCKPORT,LA,,,70374,C,,,NA,NA,293548.0,902734.0,29.5966,90.459333,600.0,A2,PG,1,J,1000,0,MARK MOEN,9855323313.0,MMOEN@VALENTINEPAPER.COM,,,,110000449195.0,,,,,,,,
70374VLNTNRT2BO,VALENTINE SUGARS INC.,"129 VALENTINE DR., BOX 625",LOCKPORT,LAFOURCHE PARISH,22057,LA,70374,6,0,VALENTINE SUGARS INC.,"129 VALENTINE DR., BOX 625",LOCKPORT,LA,,,70374,C,,,NA,NA,294538.0,902757.0,29.5834,90.435111,600.0,A2,PG,1,J,1000,0,HUGH F. CAFFERY,8002598662.0,,,,,110002043011.0,,,,,,,,
7037WDSCVR1474H,DISCOVERY PRODUCER SERVICES:LAROSE CRYOGENIC PLANT,1474 HIGHWAY 24,LAROSE,LAFOURCHE PARISH,22057,LA,70373,6,0,DISCOVERY PRODUCER SERVICES:LAROSE CRYOGENIC PLANT,1474 HIGHWAY 24,LAROSE,LA,,,70373,C,,,967633426,THE WILLIAMS COS,,,,,,,,,,,0,TRAVIS GUILLOT,2253088516.0,TRAVIS.GUILLOT1@WILLIAMS.COM,,,,,,,,,,NA,,
7037WHLLBR1853H,HALLIBURTON LAROSE GRINDING PLANT,1699 HIGHWAY 24,LAROSE,LAFOURCHE PARISH,22057,LA,70373,6,0,HALLIBURTON LAROSE GRINDING PLANT,P.O. BOX 60087,HOUSTON,TX,,,77205,C,,,043296920,HALLIBURTON ENERGY SERVICES INC,,,,,,,,,,,0,KLETE FALLOWFIELD,2818716020.0,KLETE.FALLOWFIELD@HALLIBURTON.COM,,HALLIBURTON ENERGY SERVICES INC,,110040086082.0,,,,,,NA,,
70380CMRNN37HWY,CAMERON INTERNATIONAL CORP,3007 HWY 182,BAYOU VISTA,ST. MARY PARISH,22101,LA,70380,6,0,CAMERON INTERNATIONAL CORP,3007 HWY 182,BAYOU VISTA,LA,,,70380,C,,,879041309,SCHLUMBERGER HOLDINGS CORP,0.0,0.0,,,,,,,,,0,HEATH DEGRUISE,9853951053.0,HDEGRUISE@SLB.COM,,SCHLUMBERGER HOLDINGS CORP,,110006019708.0,,,,,,NA,,
70380CNRDN1501F,CONRAD SHIPYARD LLC (MAIN YARD),1501 FRONT ST,MORGAN CITY,ST. MARY PARISH,22101,LA,70380,6,0,CONRAD SHIPYARD LLC (MAIN YARD),PO BOX 790,MORGAN CITY,LA,,,70381,C,NA,,008712785,CONRAD INDUSTRIES INC,0.0,0.0,,,,,,,,,0,NICOLE LEBOEUF,9856311662.0,NELEBOEUF@CONRADINDUSTRIES.COM,,CONRAD INDUSTRIES INC,,110000846568.0,,,,,,,,
70380DLTST62RAI,DELTA STEEL LP,6020 RAILROAD AVE,MORGAN CITY,ST. MARY PARISH,22101,LA,70380,6,0,DELTA STEEL LP,6020 RAILROAD AVE,MORGAN CITY,LA,,,70380,C,,,NA,RELIANCE STEEL & ALUMINUM,,,,,,,,,,,0,ROBERT LEWIS,9853842850.0,BLEWIS.DLA@DELTASTEEL.COM,,,,110024430837.0,,,,,,,,
70380MRNSHHIGHW,MARINE SHALE PROCESSORS INC.,9828 HWY. 90,AMELIA,ST. MARY PARISH,22101,LA,70340,6,1,MARINE SHALE PROCESSORS INC.,9828 HWY. 90 E.,MORGAN CITY,LA,,,70380,C,,,NA,NA,293945.0,900742.0,29.663,91.1269,80.0,I1,FC,1,E,1000,0,MR. JAMES H. RENFROE,5046313161.0,,,,,110000700563.0,,,,,,,,
70380NWFFS6032R,NEW INDUSTRIES LLC,6032 RAILROAD AVE,MORGAN CITY,ST. MARY PARISH,22101,LA,70380,6,0,NEW INDUSTRIES LLC,PO BOX 2176,MORGAN CITY,LA,,,70381,C,,,,NA,294115.0,911004.0,,,,,,,,,0,JAMES STEWART,9853856789.0,JAMES.STEWART@NEWINDUSTRIES.COM,,NA,,110001275478.0,,,,,,NA,,
70380STMRYCORNE,AZZ GALVANIZING - MORGAN CITY,1618 HWY 182 E,MORGAN CITY,ST. MARY PARISH,22101,LA,70380,6,0,AZZ GALVANIZING - MORGAN CITY,1618 HWY 182 E,MORGAN CITY,LA,,,70380,C,,,008012148,AZZ INC,0.0,0.0,29.683333,91.266667,11000.0,UN,UN,1,U,1000,0,JASON PENCE,8178100095.0,JASONPENCE@AZZ.COM,,AZZ INC,,110000860346.0,,,,,,,,
70381CNRDS29DUH,CONRAD SHIPYARD LLC (DEEPWATER YARD),1199 DUHON BLVD,MORGAN CITY,ST. MARY PARISH,22101,LA,70380,6,0,CONRAD SHIPYARD LLC (DEEPWATER YARD),PO BOX 790,MORGAN CITY,LA,,,70381,C,,,008712785,CONRAD INDUSTRIES INC,0.0,0.0,,,,,,,,,0,NICOLE LEBOEUF,9856311662.0,NELEBOEUF@CONRADINDUSTRIES.COM,,CONRAD INDUSTRIES INC,,110025317280.0,,,,,,NA,,
70381MRNCNSTATI,MCDERMOTT INC,2317 HWY 662 S,AMELIA,ASSUMPTION PARISH,22007,LA,70340,6,0,MCDERMOTT INC,PO BOX 188,MORGAN CITY,LA,,,70381,C,,,047758503,MCDERMOTT INTERNATIONAL INC,293924.0,910547.0,29.656667,91.096389,500.0,UN,UN,1,U,1010,0,BEAU HEBERT,9856317102.0,BJHEBERT@MCDERMOTT.COM,,MCDERMOTT INTERNATIONAL INC,,110000744552.0,,,,,,,,
7038WBKRHG1FIRS,BAKER HUGHES OILFIELD OPERATIONS LLC,100 FIRST STREET,MORGAN CITY,ST. MARY PARISH,22101,LA,70380,6,0,BAKER HUGHES OILFIELD OPERATIONS LLC,100 FIRST STREET,MORGAN CITY,LA,,,70380,C,,,,NA,0.0,0.0,,,,,,,,,0,ALI BOKHARI,2819084273.0,ALI.BOKHARI@BAKERHUGHES.COM,,,,110007306566.0,,,,,,NA,,
7038WCMRNN55HIG,CAMERON INTERNATIONAL CORP,585 HIGHWAY 90 EAST,PATTERSON,ST. MARY PARISH,22101,LA,70392,6,0,CAMERON INTERNATIONAL CORP,3007 HWY 182,BAYOU VISTA,LA,,,70380,C,,,879041309,SCHLUMBERGER HOLDINGS CORP,,,,,,,,,,,0,JOEY DOMANGUE,9853951334.0,JDOMANGUE@SLB.COM,,SCHLUMBERGER HOLDINGS CORP,,110069247078.0,,,,,,NA,,
7038WCNRDL9752U,CONRAD SHIPYARD AMELIA LLC,9752 US HIGHWAY 182 EAST,MORGAN CITY,ST. MARY PARISH,22101,LA,70380,6,0,CONRAD SHIPYARD AMELIA LLC,POST OFFICE BOX 790,MORGAN CITY,LA,,,70381,C,,,008712785,CONRAD INDUSTRIES INC,,,,,,,,,,,0,NICOLE LEBOEUF,9856311662.0,NELEBOEUF@CONRADINDUSTRIES.COM,,CONRAD INDUSTRIES INC,,110046279549.0,,,,,,NA,,
7038WMRTNN325YU,MARTIN ENERGY SERVICES-MORGAN CITY 31,3205 YOUNGS RD,MORGAN CITY,ST. MARY PARISH,22101,LA,70380,6,1,MARTIN ENERGY SERVICES-MORGAN CITY 31,10100 WOOLWORTH ROAD,KEITHVILLE,LA,,,71047,C,,,829943989,MARTIN MIDSTREAM PTNRS LP,,,,,,,,,,,0,RANDALL WHITMORE,8708647841.0,RANDALL.WHITMORE@MARTINMLP.COM,,MARTIN MIDSTREAM PTNRS LP,,110032889603.0,,,,,,,,
7038WMRTNP1YUNG,MARTIN OPERATING PTNR - MORGAN CITY 33,1000 YOUNGS RD,MORGAN CITY,ST. MARY PARISH,22101,LA,70380,6,1,MARTIN OPERATING PTNR - MORGAN CITY 33,PO BOX 191,KILGORE,TX,,,75663,C,,,829943989,MARTIN OPERATING PTNR LP,,,,,,,,,,,0,NATHAN KAUFHOLD,7135021686.0,NATHAN.KAUFHOLD@MARTINMLP.COM,,,,110043993168.0,,,,,,,,
70391DGSLBHWY10,DUGAS & LEBLANC LTD,451 HWY 1005,PAINCOURTVILLE,ASSUMPTION PARISH,22007,LA,703910010,6,0,DUGAS & LEBLANC LTD,PO BOX 10,PAINCOURTVILLE,LA,,,70391-0010,C,,,NA,NA,295832.0,910425.0,29.975556,91.073611,11000.0,UN,UN,1,U,1000,0,CHRIS D MATTINGLY,5043696450.0,,,,,110009575824.0,,,,,,,,
70391DWCHMLOUIS,THE DOW CHEMICAL CO GRAND BAYOU OPERATIONS,LOUISIANA HWY 70,PAINCOURTVILLE,ASSUMPTION PARISH,22007,LA,70391,6,0,THE DOW CHEMICAL CO GRAND BAYOU OPERATIONS,PO BOX 875,BELLE ROSE,LA,,,70341,C,,,001381581,DOW INC,0.0,0.0,29.975,91.0875,11000.0,UN,UN,1,U,1000,0,STACEY B GAUTREAU,2253534374.0,SBCHIASSON@DOW.COM,,DOW INC,,110017787242.0,,,,,,NA,,
70394RCLNDHWY31,RACELAND RAW SUGAR CORP,LA HWY 3199 E,RACELAND,LAFOURCHE PARISH,22057,LA,70394,6,0,RACELAND RAW SUGAR CORP,PO BOX 159,RACELAND,LA,,,70394,C,,,627038979,M A PATOUT & SON,294358.0,903526.0,29.732778,90.590556,11000.0,UN,UN,1,U,1000,0,DANIELS W DUPLANTIS,5045373533.0,,,,,110001275450.0,,,,,,,,
7039WHNTNG1717H,HUNTING ENERGY SERVICES LLC,1717 HWY 311 - SCHRIEVER FACILITY,SCHRIEVER,TERREBONNE PARISH,22109,LA,70395,6,0,HUNTING ENERGY SERVICES LLC,1717 HWY 311 - SCHRIEVER FACILITY,SCHRIEVER,LA,,,70395,C,,,808514517,HUNTING ENERGY SERVICES LLC,,,,,,,,,,,0,SHANE SULLIVAN,9854934800.0,SHANE.SULLIVAN@HUNTING-INTL.COM,,,,110055099165.0,,,,,,NA,,
7039WPLCNP369HW,PELICAN PROCESSING PLANT,3609 HWY 90 W LOT 1,PATTERSON,ST. MARY PARISH,22101,LA,70392,6,0,PELICAN PROCESSING PLANT,3609 HWY 90 W LOT 1,PATTERSON,LA,,,70392,C,,,146483958,ENLINK MIDSTREAM OPERATING LP,,,,,,,,,,,0,RONALD MCCABE,4693086239.0,RONALD.MCCABE@ENLINK.COM,,ENLINK MIDSTREAM OPERATING LP,,,,,,,,NA,,
70403LFRGN42576,LAFARGE HAMMOND RMX,42576 CHAPMAN RD,PONCHATOULA,TANGIPAHOA PARISH,22105,LA,70454,6,0,LAFARGE HAMMOND RMX,3320 AIRLINE DR,METAIRIE,LA,,,70001,C,,,067568246,LAFARGE NORTH AMERICA INC,302831.0,902456.0,,,,,,,,,0,MEGHAN MCDONALD,4806219055.0,MEGHAN.MCDONALD@LAFARGE-NA.COM,,,,110022523731.0,,,,,,,,
70403TYLRT16152,"TAYLORTEC, INC.",16152 E CLUB DELUXE RD,HAMMOND,TANGIPAHOA PARISH,22105,LA,70403,6,0,"TAYLORTEC, INC.",16152 E CLUB DELUXE RD,HAMMOND,LA,,,70403,C,,,NA,NA,302830.0,902702.0,30.475,90.450556,11000.0,UN,UN,1,U,1000,0,JODY J. TAYLOR,9855426266.0,ELAINE@TAYLORTEC.COM,,,,110000449202.0,,,,,,,,
70404SNDRSHWY19,SANDERSON FARMS INC,HWY 190 W,HAMMOND,TANGIPAHOA PARISH,22105,LA,70401,6,0,SANDERSON FARMS INC,PO BOX 1459,HAMMOND,LA,,,70401,C,,,096043708,SANDERSON FARMS LLC,303821.0,903029.0,30.506667,90.51,11000.0,UN,UN,1,U,1000,0,BRANDON MACLOUD,6015770363.0,BRANDON.MACLOUD@WAYNESANDERSON.COM,,SANDERSON FARMS LLC,,110008380000.0,,,,,,NA,,
70404TKVLVHWY51,CAMERON INTERNATIONAL CORP,2175 SW RAILROAD AVE,HAMMOND,TANGIPAHOA PARISH,22105,LA,70403,6,0,CAMERON INTERNATIONAL CORP,2175 SW RAILROAD AVE,HAMMOND,LA,,,70403,C,,,879041309,CAMERON INTERNATIONAL CORP,302833.0,902721.0,30.475833,90.455833,150.0,UN,UN,1,U,1010,0,RAY HIGGINBOTHAM,3373639647.0,RHIGGINBOTHAM2@CAM.SLB.COM,,CAMERON INTERNATIONAL CORP,,110002129134.0,,,,,,,,
